date,Central bank liquidity swaps,Corporate Credit Facility LLC,Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility (Through 2010-02-03),"Credit extended to American International Group, Inc., Net",Money Market Mutual Fund Liquidity Facility (Post 2020-03-18),Other credit extensions,Payroll Protection Program Liquidity Facility,Primary credit,Primary dealer and other broker-dealer credit (Through 2010-02-03),Primary dealer credit facility (Post 2020-03-17),Seasonal credit,Secondary credit,Term Asset-Backed Securities Loan Facility,Net portfolio holdings of Commercial Paper Funding Facility LLC,Net portfolio holdings of LLCs funded through the Money Market Investor Funding Facility,Term auction credit,Net portfolio holdings of Maiden Lane II LLC,Net portfolio holdings of Maiden Lane III LLC,Net portfolio holdings of Maiden Lane LLC,Net portfolio holdings of TALF LLC,Foreign currency denominated assets,Bank premises,Coin,Gold certificate account,Interdistrict settlement account,Items in process of collection,Net portfolio holdings of Commercial Paper Funding Facility II LLC (Post 2020-04-14),"Other Assets, Consolidated Table",Repurchase agreements,Special drawing rights certificate account,Preferred interests in AIA Aurora LLC and ALICO Holdings LLC,Federal agency debt securities,Mortgage-backed securities,Bills,Inflation compensation,"Notes and bonds, inflation-indexed","Notes and bonds, nominal",Unamortized discounts on securities held outright,Unamortized premiums on securities held outright
2010-01-13,5895,0,0,22252,0,0,0,15936,0,0,0,981,46591,14092,0,75918,15404,22401,26742,298,25640,2242,2098,11037,0,717,0,18611,0,5200,25106,160829,968590,18423,5889,44643,707649,-3241,52149
2010-01-20,1250,0,0,23389,0,0,0,14930,0,0,0,968,47657,13111,0,38531,15415,22471,26758,298,25248,2243,2150,11037,0,1074,0,16765,0,5200,25106,162203,970901,18423,5539,43777,708872,-3287,52185
2010-01-27,175,0,0,25825,0,0,0,14759,0,0,1,999,46321,8655,0,38531,15493,22482,26778,334,25424,2245,2230,11037,0,488,0,16154,0,5200,25106,163673,969728,18423,5547,43777,708872,-3278,52085
2010-02-03,100,0,0,25662,0,0,0,14708,0,0,2,900,47029,8668,0,38531,15498,22554,26822,334,25076,2238,2232,11037,0,708,0,16746,0,5200,25106,164662,970327,18423,5542,43777,708872,-3276,52075
2010-02-10,100,0,0,25499,0,0,0,14902,0,0,0,900,46403,7708,0,38531,15480,22379,27180,334,25032,2239,2223,11037,0,646,0,18570,0,5200,25106,164948,976865,18423,5521,43777,708872,-3271,52245
2010-02-17,0,0,0,25535,0,0,0,14156,0,0,0,900,47182,7721,0,15426,15487,22392,27210,334,24826,2241,2192,11037,0,423,0,12974,0,5200,25106,165587,1025541,18423,5499,43777,708872,-3378,53271
2010-02-24,0,0,0,25272,0,0,0,13753,0,0,2,800,46199,7734,0,15425,15492,22399,27215,372,24867,2242,2166,11037,0,564,0,14713,0,5200,25106,166533,1032560,18423,5477,43777,708872,-3377,53459
2010-03-03,0,0,0,25109,0,0,0,13731,0,0,9,800,46349,7746,0,15425,15563,22435,27260,372,25231,2236,2150,11037,0,414,0,13343,0,5200,25106,167511,1026828,18423,5481,43777,708872,-3374,53195
2010-03-10,0,0,0,24845,0,0,0,13778,0,0,10,700,44458,7757,0,15425,15331,22118,27267,372,24896,2238,2133,11037,0,373,0,14888,0,5200,25106,169011,1029172,18423,5519,43777,708872,-3368,53212
2010-03-17,0,0,0,24982,0,0,0,11327,0,0,9,600,48187,7764,0,3410,15338,22135,27286,372,25008,2239,2114,11037,0,414,0,14695,0,5200,25106,167488,1066440,18423,5557,43777,708872,-3382,53671
2010-03-24,0,0,0,25259,0,0,0,8955,0,0,5,600,47430,7776,0,3410,15343,22142,27317,404,24433,2239,2098,11037,0,234,0,15834,0,5200,25106,167488,1073800,18423,5595,43777,708872,-3376,53796
2010-03-31,0,0,0,25377,0,0,0,7508,0,0,5,600,47221,7786,0,3410,15405,22150,27364,404,24454,2241,2083,11037,0,547,0,14400,0,5200,25416,168988,1068697,18423,5633,43777,708872,-3383,53585
2010-04-07,0,0,0,25388,0,0,0,7155,0,0,15,600,47159,7797,0,3410,15191,21913,27417,404,24268,2237,2067,11037,0,282,0,16178,0,5200,25416,168988,1068736,18423,5636,43777,708872,-3377,53449
2010-04-14,0,0,0,25299,0,0,0,6357,0,0,24,600,47044,7809,0,0,15191,22036,27522,404,24653,2239,2067,11037,0,247,0,18413,0,5200,25416,168903,1101874,18423,5639,43777,708872,-3391,53754
2010-04-21,0,0,0,24811,0,0,0,6109,0,0,27,600,46878,7821,0,0,15199,22046,27574,439,24336,2239,2095,11037,0,255,0,17780,0,5200,25416,168903,1101929,18423,5143,40891,712258,-3458,53662
2010-04-28,0,0,0,26983,0,0,0,5509,0,0,34,500,45344,4893,0,0,16060,23590,28224,439,23984,2238,2114,11037,0,242,0,16791,0,5200,25416,168903,1096416,18423,5146,40891,712258,-3449,53331
2010-05-05,0,0,0,27097,0,0,0,5207,0,0,37,500,44908,2,0,0,16063,23665,28261,439,23712,2234,2081,11037,0,282,0,18027,0,5200,25416,168112,1097415,18423,5177,41125,712023,-3450,53226
2010-05-12,9205,0,0,26382,0,0,0,5136,0,0,44,400,44675,2,0,0,15841,23361,28262,439,23608,2237,2065,11037,0,200,0,19692,0,5200,25416,168112,1098355,18423,5220,41125,712023,-3444,53128
2010-05-19,9205,0,0,26296,0,0,0,4627,0,0,47,400,44491,2,0,0,15847,23372,28308,439,23473,2238,2042,11037,0,273,0,14644,0,5200,25416,167577,1119485,18423,5263,41125,712023,-3475,53153
2010-05-26,1242,0,0,26110,0,0,0,4209,0,0,43,400,44175,2,0,0,15910,23380,28329,478,23483,2236,2014,11037,0,313,0,13636,0,5200,25416,167377,1112910,18423,5306,41125,712023,-3465,52770
2010-06-02,6642,0,0,26624,0,0,0,115,0,0,42,300,43955,1,0,0,15911,23401,28367,478,23244,2232,1996,11037,0,492,0,14425,0,5200,25416,166715,1113614,18423,5342,41125,712023,-3462,52647
2010-06-09,1242,0,0,26619,0,0,0,85,0,0,46,300,43742,1,0,0,15693,23166,28394,478,23156,2233,2024,11037,0,264,0,16091,0,5200,25416,166715,1113675,18423,5361,41125,712023,-3457,52514
2010-06-16,1242,0,0,26033,0,0,0,148,0,0,68,150,43469,1,0,0,15700,23193,28413,478,23469,2235,2024,11037,0,339,0,15855,0,5200,25416,166206,1127597,18423,5380,41125,712023,-3447,52572
2010-06-23,1245,0,0,25147,0,0,0,142,0,0,69,150,42868,1,0,0,15705,23199,28417,506,23520,2236,1992,11037,0,269,0,17143,0,5200,25416,165614,1128661,18423,5399,41125,712023,-3441,52456
2010-06-30,1245,0,0,24676,0,0,0,611,0,0,61,0,42477,1,0,0,15763,23208,28498,506,23789,2235,1975,11037,0,314,0,15176,0,5200,25733,164762,1118127,18423,5417,41125,712023,-3445,51963
2010-07-07,1245,0,0,24560,0,0,0,17,0,0,70,0,42278,1,0,0,15545,22925,28526,506,24279,2230,1958,11037,0,763,0,16802,0,5200,25733,164762,1118290,18423,5426,41125,712023,-3440,51830
2010-07-14,1245,0,0,24674,0,0,0,150,0,0,83,0,41665,1,0,0,15549,22967,28562,506,24279,2231,1988,11037,0,407,0,18173,0,5200,25733,162111,1128560,18423,5434,41125,712023,-3428,52071
2010-07-21,1246,0,0,23888,0,0,0,49,0,0,80,5,41529,1,0,0,15556,22980,28570,540,24506,2231,2033,11037,0,405,0,17324,0,5200,25733,159381,1124590,18423,5442,41129,712020,-3418,51890
2010-07-28,1246,0,0,23449,0,0,0,26,0,0,80,0,40617,1,0,0,16170,23540,29417,540,24659,2231,2078,11037,0,455,0,16823,0,5200,25733,159381,1117474,18423,5450,41129,712020,-3407,51592
2010-08-04,1246,0,0,23661,0,0,0,62,0,0,83,0,39960,1,0,0,16174,23581,29451,540,25004,2224,2065,11037,0,407,0,17942,0,5200,25733,159381,1117734,18423,5448,41129,712020,-3406,51463
2010-08-11,1246,0,0,23674,0,0,0,1,0,0,80,0,38470,1,0,0,15961,23299,29469,540,24855,2226,2065,11037,0,288,0,19628,0,5200,25733,159381,1119459,18423,5437,41129,712020,-3399,51383
2010-08-18,434,0,0,23487,0,0,0,57,0,0,89,0,38288,0,0,0,15967,23324,28981,540,24837,2227,2061,11037,0,373,0,13480,0,5200,25733,157211,1113017,18423,5427,41129,714571,-3407,51279
2010-08-25,39,0,0,19444,0,0,0,4,0,0,90,0,36846,0,0,0,16030,23327,28990,575,24711,2229,2069,11037,0,404,0,12407,0,5200,25733,156502,1103167,18423,5417,41129,719530,-3360,51161
2010-09-01,44,0,0,20057,0,0,0,9,0,0,85,0,33883,0,0,0,16029,23337,29047,575,24923,2222,2067,11037,0,385,0,13160,0,5200,25733,156502,1103168,18423,5427,41660,720773,-3344,51704
2010-09-08,64,0,0,19869,0,0,0,29,0,0,77,0,32962,0,0,0,15814,22999,29070,575,24895,2223,2067,11037,0,526,0,14743,0,5200,25733,156502,1103168,18423,5430,41660,724381,-3292,51762
2010-09-15,61,0,0,19882,0,0,0,24,0,0,80,0,32612,0,0,0,15820,23021,28438,575,24954,2226,2086,11037,0,394,0,14176,0,5200,25733,154519,1092234,18423,5432,41768,729023,-3269,51725
2010-09-22,61,0,0,19665,0,0,0,15,0,0,78,0,31503,0,0,0,15824,23030,28443,601,25523,2227,2107,11037,0,387,0,15682,0,5200,25733,154105,1091873,18423,5434,41768,739482,-3236,52302
2010-09-29,61,0,0,18904,0,0,0,99,0,0,77,0,30694,0,0,0,15875,23040,28470,601,25938,2229,2111,11037,0,455,0,14879,0,5200,25733,154105,1078539,18423,5486,42318,745442,-3182,52248
2010-10-06,61,0,0,20001,0,0,0,110,0,0,61,0,29310,0,0,0,15674,22782,28510,601,26316,2222,2114,11037,0,546,0,15614,0,5200,26057,154105,1078539,18423,5499,42318,752832,-3139,53383
2010-10-13,60,0,0,20014,0,0,0,47,0,0,52,0,29225,0,0,0,15676,22834,28519,601,26503,2224,2106,11037,0,570,0,17238,0,5200,26057,152182,1078539,18423,5514,42318,754901,-3134,53297
2010-10-20,560,0,0,19326,0,0,0,20,0,0,39,0,28899,0,0,0,15684,22844,27886,601,26590,2225,2146,11037,0,446,0,16388,0,5200,26057,150743,1065751,18423,5529,42318,765851,-3098,53857
2010-10-27,60,0,0,19220,0,0,0,47,0,0,29,0,28268,0,0,0,16472,23532,28469,622,26365,2226,2188,11037,0,369,0,15694,0,5200,26057,149681,1051037,18423,5606,42978,770841,-3041,54098
2010-11-03,60,0,0,19530,0,0,0,31,0,0,20,0,27592,0,0,0,16477,23596,28509,622,26628,2221,2166,11037,0,402,0,16550,0,5200,26057,149681,1051037,18423,5617,42978,774990,-3042,54060
2010-11-10,60,0,0,19685,0,0,0,10,0,0,19,0,26962,0,0,0,16280,23321,28518,622,26171,2224,2143,11037,0,358,0,18554,0,5200,26057,149681,1051037,18423,5625,42978,786015,-2990,54866
2010-11-17,65,0,0,20014,0,0,0,113,0,0,22,0,26854,0,0,0,16285,23339,27528,622,25905,2225,2124,11037,0,443,0,13297,0,5200,26057,148994,1038278,18423,5631,43247,806318,-2959,55789
2010-11-24,60,0,0,19916,0,0,0,1039,0,0,26,0,25703,0,0,0,16291,23344,27550,647,25662,2226,2091,11037,0,339,0,15076,0,5200,26057,148178,1037803,18423,5814,44876,832126,-2787,59400
2010-12-01,60,0,0,21326,0,0,0,40,0,0,26,0,25458,0,0,0,16337,23352,27601,648,25396,2215,2093,11037,0,398,0,13445,0,5200,26057,148178,1022653,18423,5820,44876,848332,-2775,60814
2010-12-08,60,0,0,20510,0,0,0,25,0,0,27,0,25380,0,0,0,16120,23096,27634,647,25448,2217,2116,11037,0,336,0,15363,0,5200,26057,148178,1022653,18423,5835,44876,880479,-2790,63459
2010-12-15,60,0,0,20761,0,0,0,21,0,0,29,0,24941,0,0,0,16144,23121,26914,648,25537,2223,2144,11037,0,356,0,15245,0,5200,26057,147884,1008845,18423,6046,46506,896578,-2797,63920
2010-12-22,75,0,0,20272,0,0,0,54,0,0,26,0,24750,0,0,0,16151,23129,26929,665,25378,2226,2148,11037,0,629,0,17036,0,5200,26057,147460,1008400,18423,6162,48125,934527,-2851,66046
2010-12-29,75,0,0,20282,0,0,0,58,0,0,23,17,24704,0,0,0,16197,23142,26974,665,25718,2229,2164,11037,0,329,0,16534,0,5200,26057,147460,992141,18423,6178,48125,943377,-2888,66455
2011-01-05,75,0,0,19961,0,0,0,10,0,0,10,0,24634,0,0,0,15942,23202,27009,665,25520,2219,2191,11037,0,377,0,16813,0,5200,26385,147460,992141,18423,6265,49743,956554,-2908,67233
2011-01-12,70,0,0,19675,0,0,0,87,0,0,10,0,24187,0,0,0,15946,23279,27006,665,25403,2220,2214,11037,0,520,0,18582,0,5200,26385,146331,992141,18423,6271,49743,987625,-3028,68239
2011-01-19,70,0,0,0,0,0,0,24,0,0,10,0,23654,0,0,0,15951,22428,26393,665,26039,2222,2246,11037,0,675,0,17871,0,5200,0,145885,980157,18423,6044,50372,1004739,-3103,68371
2011-01-26,70,0,0,0,0,0,0,54,0,0,10,0,23195,0,0,0,16002,22437,26431,686,26213,2221,2318,11037,0,462,0,17508,0,5200,0,144624,965077,18423,6049,50372,1039604,-3233,68876
2011-02-02,70,0,0,0,0,0,0,36,0,0,0,0,22567,0,0,0,16034,22895,26538,686,26444,2216,2321,11037,0,659,0,18485,0,5200,0,144624,965077,18423,6162,52366,1061215,-3243,69702
2011-02-09,70,0,0,0,0,0,0,18,0,0,0,0,22094,0,0,0,16038,23028,26565,686,26194,2216,2309,11037,0,28,0,20435,0,5200,0,144624,965077,18423,6187,52366,1090111,-3500,71362
2011-02-16,70,0,0,0,0,0,0,21,0,0,0,0,22058,0,0,0,16043,22814,26032,686,25872,2217,2289,11037,0,290,0,13660,0,5200,0,144365,958444,18423,6371,53863,1111685,-3840,71367
2011-02-23,70,0,0,0,0,0,0,24,0,0,4,0,20997,0,0,0,16046,22820,26035,703,26287,2219,2260,11037,0,367,0,15294,0,5200,0,144119,958201,18423,6397,53863,1134743,-3955,72204
2011-03-02,70,0,0,0,0,0,0,7,0,0,8,0,20366,0,0,0,15890,22837,26062,703,26586,2213,2245,11037,0,296,0,14386,0,5200,0,143249,948932,18423,6434,54357,1157044,-3996,72882
2011-03-09,0,0,0,0,0,0,0,12,0,0,8,0,20155,0,0,0,15891,22977,26079,703,26398,2214,2228,11037,0,276,0,16196,0,5200,0,143249,948932,18423,6549,55857,1185240,-4064,73613
2011-03-16,0,0,0,0,0,0,0,4,0,0,9,0,19936,0,0,0,15896,22913,25557,703,26800,2217,2207,11037,0,287,0,16025,0,5200,0,139994,944103,18423,6616,55857,1199490,-4069,73940
2011-03-23,0,0,0,0,0,0,0,7,0,0,6,0,19500,0,0,0,15900,22919,25589,718,26400,2219,2193,11037,0,438,0,17583,0,5200,0,132495,943848,18423,6702,57425,1222689,-4065,74218
2011-03-30,0,0,0,0,0,0,0,27,0,0,5,0,19221,0,0,0,15941,22927,25588,718,26121,2219,2182,11037,0,244,0,17411,0,5200,0,132495,937155,18423,6805,58993,1249224,-4066,74745
2011-04-06,0,0,0,0,0,0,0,23,0,0,5,0,18465,0,0,0,15814,23008,25620,718,26051,2213,2179,11037,0,303,0,18512,0,5200,0,132495,937155,18423,6884,59486,1273415,-4136,75905
2011-04-13,0,0,0,0,0,0,0,2,0,0,7,0,17847,0,0,0,15847,23051,25612,718,26424,2213,2179,11037,0,231,0,20408,0,5200,0,130888,937155,18423,6960,59486,1289826,-4175,76169
2011-04-20,0,0,0,0,0,0,0,6,0,0,11,0,17603,0,0,0,15872,23039,24312,718,26603,2215,2204,11037,0,314,0,19984,0,5200,0,128460,933222,18423,6706,56565,1320801,-4171,76760
2011-04-27,0,0,0,0,0,0,0,13,0,0,12,0,16774,0,0,0,16541,24563,24763,733,26760,2217,2217,11037,0,285,0,19791,0,5200,0,126186,927021,18423,6940,58065,1330040,-4159,77712
2011-05-04,0,0,0,0,0,0,0,12,0,0,14,0,16252,0,0,0,14970,24611,24796,733,27258,2208,2183,11037,0,577,0,20804,0,5200,0,125118,927021,18423,7053,58065,1358315,-4204,78403
2011-05-11,0,0,0,0,0,0,0,3,0,0,20,0,15330,0,0,0,14985,24703,24812,733,26610,2210,2166,11037,0,601,0,22777,0,5200,0,125118,927021,18423,7381,59564,1380842,-4177,79238
2011-05-18,0,0,0,0,0,0,0,5,0,0,17,0,14958,0,0,0,14984,24374,24419,733,26533,2210,2149,11037,0,425,0,15731,0,5200,0,120758,923579,18423,7742,61004,1407998,-4173,79974
2011-05-25,0,0,0,0,0,0,0,7,0,0,26,0,14237,0,0,0,15009,24379,24475,746,26278,2213,2130,11037,0,413,0,15517,0,5200,0,119093,917856,18423,7892,61004,1432009,-4107,81302
2011-06-01,0,0,0,0,0,0,0,66,0,0,32,9,13617,0,0,0,15012,24386,24531,746,26810,2206,2106,11037,0,658,0,16061,0,5200,0,119093,917856,18423,8056,61930,1443828,-4092,81386
2011-06-08,0,0,0,0,0,0,0,32,0,0,37,0,13293,0,0,0,12531,24489,24593,746,27099,2206,2110,11037,0,376,0,18027,0,5200,0,119093,917856,18423,8334,63370,1464534,-4074,82053
2011-06-15,0,0,0,0,0,0,0,52,0,0,39,0,13141,0,0,0,12507,24230,23769,746,26596,2208,2118,11037,0,534,0,18137,0,5200,0,118365,914506,18423,8441,63370,1485706,-3996,82576
2011-06-22,0,0,0,0,0,0,0,17,0,0,48,0,12957,0,0,0,12510,24238,23814,757,26887,2210,2126,11037,0,420,0,19963,0,5200,0,118365,914326,18423,8873,65296,1509372,-3958,83684
2011-06-29,0,0,0,0,0,0,0,17,0,0,58,0,12769,0,0,0,12538,24244,23849,757,26827,2210,2114,11037,0,396,0,19984,0,5200,0,116704,908853,18423,8984,65296,1524358,-3916,84707
2011-07-06,0,0,0,0,0,0,0,5,0,0,58,0,12488,0,0,0,11451,24315,23871,757,26699,2199,2096,11037,0,612,0,20277,0,5200,0,115070,908853,18423,9074,65521,1531497,-3947,84737
2011-07-13,0,0,0,0,0,0,0,5,0,0,73,0,12431,0,0,0,11453,24358,23912,757,26809,2199,2117,11037,0,403,0,22241,0,5200,0,115070,908853,18423,9153,65521,1537317,-3930,84809
2011-07-20,0,0,0,0,0,0,0,26,0,0,83,0,12422,0,0,0,11461,23518,20744,757,26872,2201,2167,11037,0,398,0,21539,0,5200,0,114036,904182,18423,9232,65521,1540917,-3910,84608
2011-07-27,0,0,0,0,0,0,0,5,0,0,81,0,11881,0,0,0,10225,21457,20815,767,27189,2202,2198,11037,0,388,0,21523,0,5200,0,112435,897285,18423,9311,65521,1544906,-3839,84797
2011-08-03,0,0,0,0,0,0,0,52,0,0,88,0,11825,0,0,0,10063,21511,20820,767,27313,2196,2186,11037,0,447,0,22375,0,5200,0,112435,897285,18423,9349,65521,1547626,-3826,84671
2011-08-10,0,0,0,0,0,0,0,10,0,0,98,0,11804,0,0,0,10064,21622,20822,767,27256,2198,2189,11037,0,272,0,24001,0,5200,0,112435,897285,18423,9429,65948,1550943,-3813,84554
2011-08-17,200,0,0,0,0,0,0,3,0,0,99,0,11800,0,0,0,10068,21315,18174,767,27511,2199,2189,11037,0,340,0,15573,0,5200,0,110660,892569,18423,9410,65948,1553852,-3789,84475
2011-08-24,500,0,0,0,0,0,0,0,0,0,107,0,11595,0,0,0,10071,21320,18202,775,27429,2199,2202,11037,0,376,0,17167,0,5200,0,109776,892350,18423,9392,65948,1554672,-3722,84521
2011-08-31,0,0,0,0,0,0,0,17,0,0,93,0,11595,0,0,0,10109,21327,18230,775,27504,2189,2201,11037,0,372,0,15521,0,5200,0,109776,884945,18423,9481,66754,1557455,-3506,84501
2011-09-07,0,0,0,0,0,0,0,13,0,0,64,0,11584,0,0,0,9956,21406,18257,775,26978,2183,2195,11037,0,461,0,17382,0,5200,0,109776,884945,18423,9497,66754,1560925,-3484,84461
2011-09-14,0,0,0,0,0,0,0,68,0,0,76,0,11484,0,0,0,9959,21465,18269,775,26718,2184,2213,11037,0,359,0,19256,0,5200,0,109776,884945,18423,9513,66754,1564270,-3435,84342
2011-09-21,575,0,0,0,0,0,0,8,0,0,88,0,11349,0,0,0,9964,21164,15480,785,26790,2187,2224,11037,0,489,0,19074,0,5200,0,108268,879240,18423,9529,66754,1568399,-3401,84283
2011-09-28,500,0,0,0,0,0,0,40,0,0,92,0,11330,0,0,0,9999,21170,15506,785,26672,2185,2244,11037,0,387,0,18951,0,5200,0,108268,870883,18423,9649,67254,1569329,-3311,84436
2011-10-05,500,0,0,0,0,0,0,29,0,0,63,0,11303,0,0,0,9852,21235,15485,785,26302,2181,2257,11037,0,385,0,19734,0,5200,0,108268,870883,18423,9688,67597,1576077,-3130,85669
2011-10-12,500,0,0,0,0,0,0,70,0,0,56,5,11262,0,0,0,9855,21294,15495,785,26747,2182,2255,11037,0,419,0,21531,0,5200,0,108268,870883,18423,9949,68966,1571429,-2949,87297
2011-10-19,1853,0,0,0,0,0,0,2,0,0,40,0,11212,0,0,0,9858,20817,13120,785,26799,2183,2283,11037,0,388,0,21240,0,5200,0,107668,862075,18423,9698,67596,1574540,-2786,88485
2011-10-26,1853,0,0,0,0,0,0,1,0,0,38,1,10964,0,0,0,9472,18015,12929,794,26988,2186,2346,11037,0,421,0,21208,0,5200,0,107668,849261,18423,9747,67596,1582247,-2690,90073
2011-11-02,1853,0,0,0,0,0,0,62,0,0,24,0,10754,0,0,0,9336,18031,12971,794,26711,2178,2301,11037,0,546,0,21518,0,5200,0,107668,849261,18423,9798,67862,1558113,-2649,90359
2011-11-09,1960,0,0,0,0,0,0,9,0,0,24,0,10571,0,0,0,9337,18154,12979,794,26469,2179,2296,11037,0,407,0,23538,0,5200,0,107668,849261,18423,9992,69252,1570445,-2631,92523
2011-11-16,2349,0,0,0,0,0,0,4,0,0,17,0,10484,0,0,0,9341,17832,10600,794,26493,2181,2282,11037,0,306,0,16001,0,5200,0,107497,841983,18423,9774,67922,1579718,-2611,94056
2011-11-23,2400,0,0,0,0,0,0,105,0,0,16,0,9761,0,0,0,9344,17837,10598,803,26267,2180,2249,11037,0,412,0,17726,0,5200,0,105909,841600,18423,9805,67922,1568646,-2557,96380
2011-11-30,2401,0,0,0,0,0,0,113,0,0,18,0,9691,0,0,0,9379,17845,10629,803,26380,2187,2247,11037,0,307,0,16160,0,5200,0,105909,827052,18423,9832,68420,1575363,-2539,97456
2011-12-07,2301,0,0,0,0,0,0,12,0,0,22,0,9591,0,0,0,9236,17930,10624,803,26273,2182,2268,11037,0,412,0,18028,0,5200,0,105909,827052,18423,9796,68420,1578395,-2516,99377
2011-12-14,54335,0,0,0,0,0,0,42,0,0,24,0,9522,0,0,0,9239,17719,7211,803,25774,2184,2280,11037,0,399,0,20049,0,5200,0,105909,858078,18423,9690,68468,1576894,-2472,101761
2011-12-21,62599,0,0,0,0,0,0,57,0,0,26,0,9431,0,0,0,9243,17733,7235,811,25864,2187,2297,11037,0,294,0,20324,0,5200,0,104696,851726,18423,9653,68468,1587705,-2421,103599
2011-12-28,99823,0,0,0,0,0,0,42,0,0,28,0,9013,0,0,0,9281,17739,7228,811,25748,2188,2306,11037,0,458,0,20502,0,5200,0,103994,837295,18423,9617,68468,1575584,-2390,103801
2012-01-04,99823,0,0,0,0,0,0,0,0,0,10,0,8970,0,0,0,9143,17788,7239,811,25957,2182,2316,11037,0,670,0,20439,0,5200,0,103994,837739,18423,9593,68468,1566954,-2380,103470
2012-01-11,91459,0,0,0,0,0,0,8,0,0,1,0,8619,0,0,0,9145,17866,7246,811,25665,2182,2345,11037,0,392,0,22238,0,5200,0,102401,840274,18423,9505,68508,1554407,-2354,103855
2012-01-18,103266,0,0,0,0,0,0,2,0,0,3,0,8590,0,0,0,9150,17633,7010,811,25831,2182,2370,11037,0,586,0,21827,0,5200,0,101498,847434,18423,9466,68418,1555200,-2329,106010
2012-01-25,103171,0,0,0,0,0,0,7,0,0,7,0,8166,0,0,0,9508,17718,6948,819,25793,2183,2413,11037,0,324,0,22148,0,5200,0,101498,835624,18423,9451,68418,1565237,-2324,107900
2012-02-01,104454,0,0,0,0,0,0,10,0,0,2,0,8130,0,0,0,9508,17726,6967,819,26363,2175,2437,11037,0,295,0,22743,0,5200,0,101498,836012,18423,9431,68700,1565905,-2304,109510
2012-02-08,108757,0,0,0,0,0,0,3,0,0,2,0,8127,0,0,0,6712,17856,6995,819,26285,2177,2447,11037,0,261,0,24672,0,5200,0,101498,836030,18423,9093,67370,1565806,-2295,111092
2012-02-15,109088,0,0,0,0,0,0,0,0,0,0,0,7995,0,0,0,6714,17594,6474,819,25906,2177,2429,11037,0,127,0,14861,0,5200,0,101498,847806,18423,9159,68760,1570729,-2350,113549
2012-02-22,107959,0,0,0,0,0,0,3,0,0,0,0,7629,0,0,0,6715,17603,6504,825,25777,2178,2406,11037,0,349,0,16579,0,5200,0,100817,853045,18423,9112,68760,1560286,-2337,114084
2012-02-29,107763,0,0,0,0,0,0,15,0,0,0,0,7564,0,0,0,7301,17611,6439,825,25804,2388,2383,11037,0,220,0,15497,0,5200,0,100817,840795,18423,9066,68888,1565224,-2319,114845
2012-03-07,71386,0,0,0,0,0,0,9,0,0,4,0,7417,0,0,0,3635,17720,6453,825,25566,2385,2362,11037,0,233,0,17178,0,5200,0,99803,840796,18423,8869,67558,1564429,-2307,115835
2012-03-14,64873,0,0,0,0,0,0,3,0,0,5,0,7374,0,0,0,3635,17434,5362,825,25064,2384,2342,11037,0,536,0,19038,0,5200,0,99803,853885,18423,8945,67558,1564842,-2289,117592
2012-03-21,65593,0,0,0,0,0,0,3,0,0,7,0,7289,0,0,0,19,17449,5422,831,25265,2385,2327,11037,0,194,0,19380,0,5200,0,98992,851260,18423,9081,68667,1567314,-2345,118924
2012-03-28,65068,0,0,0,0,0,0,1,0,0,3,0,7056,0,0,0,19,17455,5417,831,25504,2383,2319,11037,0,99,0,19482,0,5200,0,96478,836786,18423,9158,68667,1568664,-2327,120476
2012-04-04,46482,0,0,0,0,0,0,12,0,0,7,0,7054,0,0,0,19,17507,5440,831,25336,2352,2293,11037,0,-497,0,19998,0,5200,0,96478,836793,18423,9447,70014,1571487,-2322,122179
2012-04-11,32471,0,0,0,0,0,0,10,0,0,9,0,7001,0,0,0,19,17586,5470,831,25558,2353,2269,11037,0,233,0,21971,0,5200,0,96478,836793,18423,9206,68754,1584710,-2319,123205
2012-04-18,32371,0,0,0,0,0,0,2,0,0,10,0,6937,0,0,0,19,17297,4039,831,25521,2354,2241,11037,0,415,0,22016,0,5200,0,95200,855361,18423,9104,67236,1577378,-2365,124982
2012-04-25,31971,0,0,0,0,0,0,11,0,0,12,0,6553,0,0,0,19,19805,4170,836,25613,2353,2233,11037,0,327,0,22061,0,5200,0,94571,847796,18423,9183,67236,1572925,-2327,126667
2012-05-02,27256,0,0,0,0,0,0,300,0,0,24,0,6477,0,0,0,19,20207,4183,836,25788,2365,2230,11037,0,383,0,22631,0,5200,0,94571,847820,18423,9277,67666,1572264,-2326,127745
2012-05-09,26656,0,0,0,0,0,0,6,0,0,28,0,6427,0,0,0,19,20323,4193,836,25587,2366,2218,11037,0,247,0,24561,0,5200,0,94571,847826,18423,9168,66326,1572022,-2316,128508
2012-05-16,26450,0,0,0,0,0,0,16,0,0,25,0,6352,0,0,0,19,15119,3853,836,25250,2367,2199,11037,0,272,0,15611,0,5200,0,94166,858229,18423,9392,67654,1561325,-2316,129601
2012-05-23,26425,0,0,0,0,0,0,22,0,0,32,0,5780,0,0,0,19,15152,3871,841,25223,2369,2180,11037,0,244,0,17425,0,5200,0,93252,864985,18423,9523,67654,1561224,-2308,131004
2012-05-30,22168,0,0,0,0,0,0,51,0,0,30,0,5428,0,0,0,19,15257,3878,841,25125,2369,2142,11037,0,365,0,17468,0,5200,0,93252,851750,18423,9655,67654,1560943,-2286,132008
